sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
2658,M,18,U,2,1,teacher,other,no,yes,no,no,79.0,Central,86.0,State,Arts,64.0,Sci&Tech,Yes,87.0,Mkt&HR,93,Placed,457139.0
2659,M,18,U,2,3,at_home,other,no,yes,no,no,50.0,Private,68.0,Private,Arts,54.0,Sci&Tech,No,58.0,Mkt&Fin,85,Not Placed,
2660,F,23,R,3,1,other,health,yes,yes,yes,yes,74.0,Private,71.0,Private,Arts,69.0,Comm&Mgmt,Yes,94.0,Mkt&HR,75,Placed,462316.0
2661,F,21,U,4,3,at_home,services,yes,no,yes,yes,80.0,Central,53.0,Central,Commerce,90.0,Comm&Mgmt,No,92.0,Mkt&Fin,95,Placed,550000.0
2662,F,23,R,1,4,services,health,yes,yes,yes,yes,90.0,Central,81.0,State,Science,52.0,Comm&Mgmt,No,64.0,Mkt&HR,53,Not Placed,
2663,M,22,U,4,1,teacher,other,no,yes,no,no,84.0,State,91.0,Central,Science,58.0,Sci&Tech,Yes,76.0,Mkt&Fin,67,Placed,299672.0
2664,F,21,U,1,4,health,other,yes,yes,no,yes,59.0,State,75.0,Private,Arts,94.0,Sci&Tech,Yes,63.0,Mkt&HR,55,Placed,456236.0
2665,M,20,R,2,4,services,at_home,no,yes,no,no,79.0,Central,68.0,State,Science,95.0,Comm&Mgmt,No,67.0,Mkt&Fin,82,Placed,531121.0
2666,F,18,R,3,4,teacher,other,no,yes,no,no,51.0,Central,82.0,Central,Arts,92.0,Comm&Mgmt,Yes,52.0,Mkt&Fin,76,Placed,445611.0
2667,F,21,U,3,1,other,teacher,yes,yes,yes,no,91.0,State,54.0,Central,Science,81.0,Comm&Mgmt,No,70.0,Mkt&Fin,53,Placed,394095.0
2668,F,23,R,2,2,teacher,other,yes,no,yes,yes,59.0,Private,94.0,State,Arts,65.0,Sci&Tech,Yes,87.0,Mkt&HR,65,Placed,368889.0
2669,F,20,R,3,1,other,services,no,no,no,no,79.0,State,57.0,Central,Science,92.0,Comm&Mgmt,Yes,61.0,Mkt&Fin,90,Placed,523460.0
2670,F,18,R,1,4,at_home,at_home,yes,no,yes,yes,59.0,Private,53.0,Central,Commerce,57.0,Comm&Mgmt,No,65.0,Mkt&HR,80,Not Placed,
2671,M,21,U,2,1,services,at_home,no,yes,no,yes,87.0,Private,67.0,Private,Commerce,91.0,Sci&Tech,Yes,89.0,Mkt&Fin,87,Placed,550000.0
2672,F,19,U,3,2,services,services,yes,yes,yes,no,73.0,Central,55.0,Private,Arts,61.0,Comm&Mgmt,No,79.0,Mkt&HR,66,Not Placed,
2673,F,22,R,3,2,other,other,yes,no,no,no,57.0,Central,70.0,Private,Arts,51.0,Comm&Mgmt,Yes,74.0,Mkt&Fin,86,Placed,342485.0
2674,F,22,U,3,3,other,at_home,no,yes,no,yes,55.0,Central,54.0,State,Science,55.0,Sci&Tech,No,77.0,Mkt&Fin,73,Not Placed,
2675,F,21,R,3,1,at_home,teacher,no,yes,yes,no,76.0,State,86.0,State,Arts,70.0,Sci&Tech,No,68.0,Mkt&Fin,69,Not Placed,
2676,F,23,U,2,2,other,at_home,no,no,no,yes,54.0,Private,52.0,State,Science,89.0,Comm&Mgmt,Yes,55.0,Mkt&HR,60,Placed,391904.0
2677,M,21,R,2,4,other,teacher,yes,no,yes,no,51.0,Private,88.0,Central,Commerce,78.0,Comm&Mgmt,No,53.0,Mkt&HR,66,Not Placed,
2678,M,18,R,4,4,services,teacher,yes,no,yes,no,56.0,State,89.0,Private,Science,69.0,Sci&Tech,No,60.0,Mkt&Fin,78,Placed,338047.0
2679,M,18,U,4,4,services,other,yes,yes,yes,yes,73.0,Central,74.0,Central,Science,65.0,Comm&Mgmt,No,71.0,Mkt&HR,64,Placed,301139.0
2680,M,19,R,4,2,services,other,yes,yes,yes,no,70.0,Private,95.0,State,Arts,51.0,Comm&Mgmt,Yes,84.0,Mkt&Fin,76,Placed,371922.0
2681,M,18,U,2,1,services,other,yes,no,no,yes,66.0,State,84.0,State,Science,50.0,Comm&Mgmt,No,80.0,Mkt&HR,95,Placed,383868.0
2682,M,19,U,1,4,at_home,at_home,no,no,yes,yes,73.0,Private,85.0,State,Commerce,77.0,Comm&Mgmt,Yes,94.0,Mkt&Fin,58,Placed,485252.0
2683,M,21,U,3,3,health,other,no,no,yes,yes,67.0,Private,54.0,Central,Commerce,67.0,Sci&Tech,Yes,87.0,Mkt&HR,60,Placed,376074.0
2684,M,21,U,2,2,services,health,no,no,no,no,69.0,State,57.0,State,Commerce,64.0,Comm&Mgmt,No,81.0,Mkt&Fin,88,Placed,443548.0
2685,F,19,U,1,3,other,at_home,yes,no,no,yes,91.0,Central,60.0,State,Commerce,84.0,Sci&Tech,Yes,57.0,Mkt&Fin,63,Placed,380247.0
2686,F,23,U,3,1,health,at_home,yes,yes,yes,no,63.0,State,73.0,Private,Science,82.0,Comm&Mgmt,No,63.0,Mkt&HR,68,Placed,337275.0
2687,M,18,R,3,4,other,services,no,no,yes,yes,78.0,Private,90.0,Central,Science,65.0,Sci&Tech,Yes,57.0,Mkt&Fin,73,Placed,313558.0
2688,F,18,R,1,2,teacher,teacher,yes,yes,no,yes,58.0,Central,65.0,Central,Arts,80.0,Sci&Tech,Yes,62.0,Mkt&Fin,74,Not Placed,
2689,M,18,R,1,3,teacher,health,yes,no,no,yes,54.0,Private,75.0,Private,Arts,85.0,Sci&Tech,No,66.0,Mkt&Fin,89,Placed,453006.0
2690,M,21,U,3,1,health,teacher,yes,no,yes,no,66.0,Private,94.0,Private,Arts,85.0,Sci&Tech,Yes,53.0,Mkt&HR,71,Placed,413394.0
2691,F,19,U,4,4,teacher,services,yes,no,yes,no,55.0,Private,86.0,Private,Science,64.0,Sci&Tech,No,73.0,Mkt&Fin,86,Not Placed,
2692,M,20,U,2,1,health,health,yes,yes,yes,no,74.0,Private,89.0,State,Commerce,86.0,Sci&Tech,No,59.0,Mkt&Fin,68,Placed,361319.0
2693,M,20,U,3,3,services,at_home,yes,no,no,no,77.0,State,58.0,Private,Commerce,60.0,Sci&Tech,Yes,87.0,Mkt&Fin,68,Placed,403531.0
2694,F,18,R,2,4,at_home,health,yes,yes,no,no,86.0,Central,82.0,Central,Arts,51.0,Comm&Mgmt,No,73.0,Mkt&HR,85,Not Placed,
2695,F,20,U,4,3,at_home,health,yes,no,no,yes,66.0,Central,94.0,Central,Commerce,85.0,Sci&Tech,Yes,50.0,Mkt&HR,56,Placed,355914.0
2696,M,23,R,1,4,at_home,services,no,no,no,yes,72.0,Private,85.0,Private,Arts,94.0,Sci&Tech,No,93.0,Mkt&HR,77,Placed,550000.0
2697,M,23,R,1,4,at_home,at_home,no,no,no,yes,65.0,Central,93.0,Central,Commerce,75.0,Sci&Tech,No,58.0,Mkt&HR,75,Not Placed,
2698,M,18,R,4,3,other,at_home,no,no,yes,yes,68.0,State,64.0,Private,Arts,58.0,Sci&Tech,Yes,85.0,Mkt&HR,52,Not Placed,
2699,F,18,U,4,2,services,health,no,yes,yes,no,58.0,State,51.0,Private,Science,65.0,Comm&Mgmt,Yes,51.0,Mkt&HR,84,Placed,304560.0
2700,F,18,R,4,2,at_home,at_home,no,no,no,yes,62.0,Private,88.0,Private,Science,79.0,Sci&Tech,Yes,73.0,Mkt&HR,83,Placed,461851.0
2701,F,19,U,3,2,other,services,yes,yes,no,no,74.0,State,92.0,Private,Science,92.0,Comm&Mgmt,Yes,75.0,Mkt&HR,73,Placed,506510.0
2702,M,20,U,3,4,health,services,yes,yes,no,no,92.0,State,60.0,State,Arts,85.0,Comm&Mgmt,Yes,78.0,Mkt&Fin,61,Placed,480028.0
2703,F,22,U,4,3,health,health,yes,yes,yes,yes,50.0,State,64.0,Private,Science,59.0,Sci&Tech,No,69.0,Mkt&HR,79,Placed,281796.0
2704,M,19,U,4,2,services,health,no,yes,yes,no,62.0,Private,90.0,Central,Arts,91.0,Sci&Tech,Yes,92.0,Mkt&Fin,63,Placed,550000.0
2705,M,19,R,4,3,teacher,health,yes,no,yes,no,95.0,Central,61.0,State,Arts,62.0,Comm&Mgmt,Yes,76.0,Mkt&HR,88,Placed,403434.0
2706,M,21,R,1,1,teacher,services,no,yes,yes,yes,92.0,Central,89.0,State,Commerce,81.0,Sci&Tech,No,50.0,Mkt&HR,86,Placed,419905.0
2707,M,18,R,4,1,health,health,no,no,yes,no,59.0,Private,50.0,Central,Arts,81.0,Comm&Mgmt,No,69.0,Mkt&HR,90,Placed,433233.0
2708,M,22,U,2,2,other,services,no,no,yes,yes,93.0,State,68.0,Private,Arts,93.0,Sci&Tech,Yes,71.0,Mkt&HR,95,Placed,550000.0
2709,M,18,R,2,1,health,other,yes,no,no,yes,52.0,Private,68.0,Private,Science,50.0,Sci&Tech,Yes,80.0,Mkt&Fin,85,Placed,375378.0
2710,F,18,U,4,1,at_home,other,yes,yes,yes,yes,81.0,State,55.0,State,Commerce,69.0,Comm&Mgmt,No,91.0,Mkt&Fin,55,Placed,399556.0
2711,M,22,U,2,4,teacher,other,no,yes,yes,no,57.0,Private,89.0,Private,Science,92.0,Sci&Tech,No,67.0,Mkt&Fin,68,Placed,450226.0
2712,M,22,R,2,4,at_home,teacher,yes,no,yes,no,64.0,Central,55.0,Central,Science,74.0,Sci&Tech,No,62.0,Mkt&Fin,79,Placed,375849.0
2713,M,19,U,4,3,services,at_home,no,no,yes,yes,68.0,Central,51.0,Central,Science,65.0,Comm&Mgmt,No,62.0,Mkt&Fin,67,Not Placed,
2714,M,20,R,2,3,services,health,no,yes,yes,no,57.0,Private,92.0,Central,Arts,94.0,Sci&Tech,Yes,94.0,Mkt&HR,72,Placed,550000.0
2715,M,20,U,1,2,health,teacher,yes,no,no,yes,52.0,State,67.0,Central,Arts,84.0,Comm&Mgmt,No,75.0,Mkt&Fin,60,Placed,410258.0
2716,M,19,U,3,1,health,other,no,no,no,no,64.0,State,65.0,Central,Arts,91.0,Sci&Tech,Yes,66.0,Mkt&HR,78,Placed,484957.0
2717,F,23,U,4,3,other,services,yes,yes,yes,no,55.0,State,84.0,Private,Science,66.0,Comm&Mgmt,No,61.0,Mkt&Fin,69,Not Placed,
2718,M,23,U,3,4,services,teacher,no,yes,yes,no,86.0,Central,53.0,Central,Commerce,53.0,Sci&Tech,No,80.0,Mkt&Fin,80,Not Placed,
2719,F,21,R,3,4,other,health,yes,yes,no,no,73.0,State,68.0,Private,Arts,82.0,Sci&Tech,Yes,95.0,Mkt&HR,95,Placed,550000.0
2720,F,21,R,3,3,services,other,no,no,no,yes,78.0,State,74.0,Central,Commerce,84.0,Sci&Tech,No,52.0,Mkt&HR,61,Placed,355162.0
2721,F,18,U,1,3,services,services,no,yes,yes,yes,58.0,Private,81.0,Private,Science,63.0,Sci&Tech,No,90.0,Mkt&Fin,66,Placed,359830.0
2722,M,23,R,2,3,services,teacher,yes,no,yes,no,84.0,Central,84.0,State,Commerce,86.0,Comm&Mgmt,No,93.0,Mkt&HR,76,Placed,550000.0
2723,F,21,U,4,4,health,health,no,no,yes,yes,68.0,State,71.0,State,Arts,68.0,Sci&Tech,Yes,52.0,Mkt&Fin,85,Placed,398062.0
2724,F,23,R,4,4,health,health,no,yes,no,no,93.0,Private,53.0,State,Commerce,66.0,Sci&Tech,No,77.0,Mkt&HR,91,Placed,399346.0
2725,F,22,U,4,4,teacher,teacher,no,yes,yes,yes,62.0,Private,81.0,Private,Commerce,72.0,Sci&Tech,Yes,68.0,Mkt&Fin,55,Placed,363895.0
2726,M,22,R,4,1,other,at_home,yes,no,yes,yes,71.0,State,55.0,Private,Arts,50.0,Comm&Mgmt,No,73.0,Mkt&HR,60,Not Placed,
2727,F,18,R,3,1,health,health,no,no,no,no,74.0,State,76.0,State,Commerce,87.0,Comm&Mgmt,No,50.0,Mkt&HR,54,Placed,356433.0
2728,M,20,R,4,2,teacher,other,yes,no,yes,yes,91.0,Private,94.0,Private,Arts,92.0,Sci&Tech,No,58.0,Mkt&HR,50,Placed,390540.0
2729,M,23,R,2,4,at_home,other,no,no,no,no,91.0,Private,85.0,State,Commerce,91.0,Sci&Tech,Yes,50.0,Mkt&Fin,51,Not Placed,
2730,M,23,R,2,4,teacher,health,no,no,no,yes,69.0,Private,75.0,Private,Science,65.0,Comm&Mgmt,No,62.0,Mkt&HR,75,Not Placed,
2731,M,22,U,1,1,services,services,no,yes,no,no,56.0,State,55.0,Central,Commerce,81.0,Comm&Mgmt,No,61.0,Mkt&Fin,75,Placed,397836.0
2732,F,20,R,2,4,health,health,no,no,yes,no,55.0,Private,75.0,Central,Science,78.0,Sci&Tech,No,55.0,Mkt&HR,62,Placed,299545.0
2733,F,21,R,1,3,health,services,no,yes,no,yes,80.0,Central,81.0,State,Science,78.0,Comm&Mgmt,Yes,92.0,Mkt&HR,55,Placed,440127.0
2734,M,20,U,3,2,teacher,at_home,yes,no,no,no,85.0,State,72.0,State,Arts,67.0,Sci&Tech,Yes,94.0,Mkt&Fin,84,Placed,515842.0
2735,F,22,U,3,1,services,health,no,yes,no,yes,65.0,Private,56.0,Private,Arts,61.0,Sci&Tech,No,92.0,Mkt&HR,87,Placed,448303.0
2736,F,22,U,1,2,teacher,health,yes,no,no,no,56.0,State,61.0,Central,Science,71.0,Comm&Mgmt,No,63.0,Mkt&HR,94,Placed,403631.0
2737,F,22,U,2,2,other,teacher,no,no,no,no,77.0,Private,76.0,Private,Commerce,51.0,Sci&Tech,No,65.0,Mkt&HR,72,Not Placed,
2738,F,23,R,2,2,teacher,services,no,yes,yes,no,82.0,Private,92.0,State,Commerce,91.0,Comm&Mgmt,Yes,88.0,Mkt&HR,51,Placed,521609.0
2739,F,18,U,2,4,teacher,other,yes,no,yes,no,88.0,Central,85.0,State,Science,52.0,Comm&Mgmt,No,95.0,Mkt&HR,68,Placed,333029.0
2740,M,20,R,4,2,other,at_home,yes,no,no,yes,64.0,Private,87.0,State,Science,94.0,Comm&Mgmt,Yes,56.0,Mkt&HR,50,Placed,401149.0
2741,M,18,R,3,2,health,other,no,yes,yes,yes,56.0,State,59.0,Private,Science,91.0,Comm&Mgmt,Yes,77.0,Mkt&Fin,89,Placed,550000.0
2742,M,18,R,1,2,services,other,yes,no,yes,no,59.0,Private,94.0,Central,Arts,64.0,Sci&Tech,Yes,58.0,Mkt&Fin,69,Not Placed,
2743,F,22,U,2,1,other,other,no,no,no,yes,77.0,Private,61.0,Private,Science,71.0,Sci&Tech,No,71.0,Mkt&Fin,64,Placed,336412.0
2744,F,20,U,4,1,services,teacher,no,no,yes,no,81.0,State,54.0,State,Science,60.0,Sci&Tech,No,72.0,Mkt&HR,50,Placed,270886.0
2745,M,22,R,1,1,other,teacher,no,yes,yes,yes,87.0,Private,84.0,Central,Science,88.0,Comm&Mgmt,No,67.0,Mkt&HR,85,Placed,491498.0
2746,M,20,R,2,4,at_home,other,yes,no,yes,no,68.0,State,94.0,State,Arts,80.0,Sci&Tech,Yes,89.0,Mkt&Fin,54,Placed,473881.0
2747,F,23,R,4,4,teacher,other,no,yes,no,yes,76.0,Private,95.0,State,Commerce,94.0,Sci&Tech,Yes,76.0,Mkt&HR,65,Placed,490071.0
2748,F,20,R,4,2,other,at_home,yes,no,yes,yes,56.0,Central,63.0,State,Arts,64.0,Sci&Tech,No,85.0,Mkt&Fin,82,Placed,408444.0
2749,M,20,U,1,2,teacher,teacher,no,no,yes,yes,86.0,Private,69.0,Private,Arts,94.0,Sci&Tech,No,88.0,Mkt&HR,74,Placed,550000.0
2750,M,19,R,1,2,health,services,no,yes,no,no,78.0,Private,90.0,Central,Arts,80.0,Comm&Mgmt,No,86.0,Mkt&HR,50,Placed,434266.0
2751,M,19,U,2,4,teacher,services,no,yes,yes,yes,77.0,Central,95.0,Private,Commerce,58.0,Comm&Mgmt,Yes,93.0,Mkt&HR,70,Placed,363127.0
2752,F,20,R,2,4,at_home,other,no,yes,no,no,62.0,Private,69.0,Private,Commerce,85.0,Comm&Mgmt,Yes,85.0,Mkt&HR,53,Placed,471682.0
2753,F,19,U,1,3,other,at_home,yes,no,yes,yes,59.0,State,89.0,State,Commerce,65.0,Comm&Mgmt,No,77.0,Mkt&HR,57,Not Placed,
2754,F,22,U,4,3,at_home,services,yes,no,yes,no,83.0,Central,89.0,State,Science,50.0,Comm&Mgmt,No,71.0,Mkt&HR,63,Not Placed,
2755,F,23,R,1,1,other,health,yes,no,yes,yes,84.0,Private,64.0,State,Commerce,54.0,Comm&Mgmt,No,91.0,Mkt&HR,73,Placed,318146.0
2756,M,19,U,1,4,other,at_home,yes,no,no,yes,67.0,State,57.0,State,Science,86.0,Sci&Tech,No,84.0,Mkt&Fin,56,Placed,467174.0
2757,M,20,R,3,1,at_home,at_home,yes,no,no,yes,76.0,Central,50.0,Central,Science,83.0,Sci&Tech,Yes,75.0,Mkt&Fin,60,Placed,442002.0
2758,F,22,U,3,4,other,services,no,yes,no,no,63.0,State,63.0,Private,Commerce,53.0,Sci&Tech,Yes,64.0,Mkt&HR,76,Not Placed,
2759,M,20,U,4,3,health,other,no,no,yes,no,79.0,State,66.0,Central,Arts,71.0,Sci&Tech,No,77.0,Mkt&Fin,93,Placed,453930.0
2760,M,23,R,2,3,other,at_home,no,yes,no,yes,64.0,State,54.0,State,Science,60.0,Sci&Tech,No,52.0,Mkt&HR,52,Not Placed,
2761,M,21,U,3,4,other,at_home,yes,yes,yes,no,86.0,Private,95.0,Central,Commerce,93.0,Sci&Tech,No,89.0,Mkt&HR,57,Placed,538848.0
2762,M,20,U,1,2,health,at_home,no,yes,yes,no,55.0,Private,86.0,State,Commerce,76.0,Comm&Mgmt,No,74.0,Mkt&HR,82,Placed,420105.0
2763,M,20,U,2,2,at_home,teacher,yes,yes,no,no,82.0,Central,60.0,State,Science,54.0,Comm&Mgmt,No,92.0,Mkt&HR,78,Not Placed,
2764,F,19,U,2,3,teacher,teacher,no,no,yes,yes,54.0,Private,55.0,Central,Commerce,88.0,Sci&Tech,Yes,73.0,Mkt&Fin,88,Placed,539604.0
2765,M,18,U,3,2,at_home,other,no,yes,yes,no,79.0,Private,84.0,Central,Arts,81.0,Sci&Tech,No,73.0,Mkt&Fin,68,Placed,449060.0
2766,M,20,R,3,4,at_home,health,no,no,no,no,56.0,Private,61.0,Central,Commerce,51.0,Sci&Tech,No,73.0,Mkt&Fin,57,Not Placed,
2767,F,18,U,4,2,health,other,yes,no,yes,no,62.0,Private,79.0,Central,Commerce,51.0,Comm&Mgmt,No,52.0,Mkt&HR,88,Not Placed,
2768,M,22,R,2,4,at_home,other,no,no,no,no,53.0,Central,50.0,Central,Science,84.0,Sci&Tech,No,54.0,Mkt&Fin,77,Placed,438865.0
2769,F,23,U,3,2,services,health,no,no,no,no,65.0,Central,86.0,Central,Commerce,90.0,Comm&Mgmt,No,94.0,Mkt&HR,69,Placed,550000.0
2770,M,18,R,1,1,at_home,services,yes,yes,yes,yes,52.0,State,60.0,Central,Science,50.0,Sci&Tech,No,67.0,Mkt&Fin,89,Placed,321611.0
2771,F,21,U,1,2,teacher,other,no,no,no,no,91.0,Central,88.0,Central,Arts,85.0,Sci&Tech,Yes,57.0,Mkt&HR,73,Placed,420486.0
2772,M,23,U,1,3,teacher,health,no,no,no,yes,55.0,Private,56.0,State,Arts,82.0,Comm&Mgmt,No,69.0,Mkt&HR,66,Not Placed,
2773,M,21,U,2,1,health,health,yes,yes,yes,yes,91.0,State,88.0,State,Commerce,76.0,Comm&Mgmt,Yes,95.0,Mkt&HR,89,Placed,550000.0
2774,F,21,R,1,4,at_home,health,no,yes,yes,yes,79.0,Central,51.0,Central,Science,91.0,Sci&Tech,Yes,92.0,Mkt&HR,75,Placed,550000.0
2775,M,21,U,1,3,health,services,yes,no,no,yes,52.0,Private,77.0,Private,Science,91.0,Comm&Mgmt,No,67.0,Mkt&Fin,64,Placed,434708.0
2776,M,22,U,2,4,teacher,health,yes,no,yes,no,50.0,Private,65.0,Central,Science,54.0,Sci&Tech,Yes,50.0,Mkt&Fin,58,Not Placed,
2777,M,23,R,3,4,at_home,at_home,yes,yes,yes,yes,70.0,Central,85.0,Central,Science,60.0,Sci&Tech,No,56.0,Mkt&Fin,53,Placed,238629.0
2778,M,22,U,1,1,teacher,health,no,no,no,yes,55.0,State,76.0,Central,Arts,54.0,Sci&Tech,Yes,78.0,Mkt&Fin,54,Placed,283442.0
2779,M,23,R,2,2,teacher,health,yes,yes,no,no,64.0,Central,87.0,Private,Arts,87.0,Sci&Tech,No,78.0,Mkt&Fin,68,Placed,461058.0
2780,F,18,R,2,1,services,teacher,no,yes,no,yes,77.0,Central,82.0,Private,Science,69.0,Sci&Tech,Yes,56.0,Mkt&Fin,93,Placed,401027.0
2781,F,20,U,3,2,at_home,at_home,yes,yes,yes,yes,91.0,Private,56.0,Private,Commerce,69.0,Comm&Mgmt,Yes,53.0,Mkt&HR,71,Placed,313587.0
2782,F,20,U,3,3,health,health,yes,yes,no,yes,61.0,Private,55.0,Private,Arts,82.0,Comm&Mgmt,No,68.0,Mkt&HR,58,Placed,361704.0
2783,F,23,U,4,4,other,health,yes,no,yes,no,78.0,Central,62.0,State,Arts,63.0,Sci&Tech,No,74.0,Mkt&Fin,75,Not Placed,
2784,F,20,R,4,3,teacher,at_home,no,yes,no,no,68.0,Central,90.0,State,Arts,61.0,Comm&Mgmt,No,59.0,Mkt&HR,72,Not Placed,
2785,M,20,R,2,4,other,services,yes,yes,yes,no,78.0,Central,90.0,State,Commerce,61.0,Sci&Tech,Yes,87.0,Mkt&HR,65,Placed,333194.0
2786,F,18,U,1,3,services,services,no,no,no,no,76.0,State,72.0,Private,Arts,64.0,Comm&Mgmt,No,84.0,Mkt&HR,56,Placed,328990.0
2787,F,19,U,2,1,teacher,health,yes,no,yes,yes,69.0,Central,94.0,Central,Arts,94.0,Comm&Mgmt,No,73.0,Mkt&HR,80,Placed,530038.0
2788,F,18,R,2,2,at_home,services,yes,no,no,yes,61.0,Private,92.0,Private,Commerce,92.0,Sci&Tech,No,59.0,Mkt&HR,66,Not Placed,
2789,M,19,R,2,4,teacher,other,yes,no,no,yes,84.0,Private,72.0,State,Arts,83.0,Sci&Tech,No,91.0,Mkt&Fin,84,Placed,550000.0
2790,M,23,U,2,2,teacher,health,yes,yes,yes,no,87.0,Private,57.0,Central,Commerce,92.0,Sci&Tech,Yes,62.0,Mkt&Fin,55,Placed,423958.0
2791,M,22,U,3,1,health,teacher,yes,yes,no,yes,61.0,Private,58.0,Private,Commerce,78.0,Sci&Tech,No,80.0,Mkt&HR,66,Placed,423388.0
2792,F,23,U,3,2,at_home,health,yes,yes,yes,no,75.0,Private,55.0,Private,Arts,80.0,Sci&Tech,No,88.0,Mkt&Fin,81,Placed,541272.0
2793,F,18,R,2,2,other,health,no,yes,no,yes,67.0,State,81.0,Central,Commerce,66.0,Comm&Mgmt,No,72.0,Mkt&HR,62,Placed,310134.0
2794,M,18,R,4,1,health,services,no,yes,yes,no,90.0,Central,67.0,State,Science,88.0,Sci&Tech,No,50.0,Mkt&HR,71,Not Placed,
2795,F,23,U,1,1,services,services,no,no,yes,no,87.0,Private,89.0,Private,Arts,71.0,Sci&Tech,No,86.0,Mkt&Fin,75,Not Placed,
2796,F,18,R,3,1,other,other,no,yes,no,yes,81.0,Private,95.0,State,Commerce,84.0,Comm&Mgmt,No,77.0,Mkt&HR,93,Placed,520455.0
2797,M,20,U,2,2,other,teacher,no,yes,no,no,65.0,Private,64.0,State,Commerce,65.0,Sci&Tech,Yes,65.0,Mkt&HR,58,Not Placed,
2798,M,22,R,4,3,at_home,health,no,no,no,no,50.0,Private,91.0,Central,Science,66.0,Comm&Mgmt,Yes,80.0,Mkt&Fin,51,Not Placed,
2799,F,18,R,4,4,at_home,teacher,yes,no,yes,no,79.0,Central,75.0,Central,Science,63.0,Comm&Mgmt,No,78.0,Mkt&Fin,65,Placed,354618.0
2800,F,21,R,3,1,teacher,other,yes,no,yes,yes,66.0,Central,76.0,Central,Commerce,72.0,Sci&Tech,Yes,50.0,Mkt&HR,72,Not Placed,
2801,F,19,R,2,3,other,health,yes,no,yes,yes,72.0,State,59.0,State,Science,69.0,Comm&Mgmt,Yes,57.0,Mkt&HR,62,Not Placed,
2802,M,23,R,4,1,services,teacher,no,yes,yes,yes,79.0,State,71.0,Private,Science,52.0,Comm&Mgmt,Yes,59.0,Mkt&HR,78,Placed,262514.0
2803,M,22,U,2,4,at_home,services,no,no,yes,no,65.0,Private,86.0,Private,Arts,84.0,Sci&Tech,No,60.0,Mkt&HR,75,Placed,378494.0
2804,F,20,R,3,4,teacher,at_home,no,no,no,yes,77.0,State,90.0,Central,Commerce,77.0,Comm&Mgmt,Yes,82.0,Mkt&Fin,76,Placed,546884.0
2805,M,18,R,3,2,at_home,health,yes,no,no,no,89.0,Central,51.0,State,Arts,77.0,Sci&Tech,No,67.0,Mkt&HR,66,Not Placed,
2806,F,20,U,1,2,services,health,yes,no,no,yes,80.0,Central,91.0,State,Arts,59.0,Sci&Tech,Yes,82.0,Mkt&Fin,89,Placed,437326.0
2807,F,18,R,1,1,health,health,no,yes,yes,no,53.0,Private,53.0,Private,Science,64.0,Sci&Tech,Yes,68.0,Mkt&HR,94,Not Placed,
2808,F,18,U,4,2,services,other,no,no,no,no,74.0,Private,54.0,State,Commerce,62.0,Comm&Mgmt,Yes,70.0,Mkt&HR,50,Not Placed,
2809,F,23,U,3,2,at_home,health,no,no,no,no,82.0,Central,84.0,Central,Commerce,61.0,Sci&Tech,No,54.0,Mkt&HR,71,Placed,229508.0
2810,M,19,R,1,4,services,other,no,yes,yes,no,56.0,Central,90.0,State,Arts,86.0,Sci&Tech,Yes,90.0,Mkt&HR,83,Placed,550000.0
2811,M,21,R,3,4,other,services,no,yes,yes,no,73.0,State,87.0,Central,Commerce,80.0,Comm&Mgmt,Yes,54.0,Mkt&Fin,58,Not Placed,
2812,M,18,U,2,2,services,other,yes,yes,no,no,88.0,Private,65.0,Central,Science,71.0,Comm&Mgmt,Yes,62.0,Mkt&Fin,71,Placed,355114.0
2813,F,19,R,3,1,teacher,teacher,no,no,no,yes,72.0,Private,72.0,State,Science,77.0,Sci&Tech,Yes,93.0,Mkt&Fin,51,Placed,506013.0
2814,F,21,U,4,4,services,health,no,no,yes,no,65.0,Private,88.0,State,Arts,53.0,Comm&Mgmt,Yes,95.0,Mkt&Fin,91,Placed,444894.0
2815,M,23,U,1,3,other,health,yes,yes,no,yes,91.0,State,66.0,Central,Commerce,81.0,Comm&Mgmt,Yes,53.0,Mkt&HR,62,Placed,338459.0
2816,F,19,U,3,3,other,health,yes,yes,no,no,53.0,Private,86.0,Private,Arts,86.0,Sci&Tech,No,52.0,Mkt&HR,66,Not Placed,
2817,M,20,U,1,2,services,teacher,yes,no,yes,no,54.0,Private,82.0,Private,Arts,95.0,Comm&Mgmt,No,90.0,Mkt&Fin,79,Placed,550000.0
2818,F,22,U,1,4,services,services,yes,yes,no,yes,69.0,State,56.0,Private,Science,86.0,Sci&Tech,Yes,54.0,Mkt&HR,94,Placed,483657.0
2819,F,18,R,2,2,teacher,services,yes,yes,no,yes,68.0,Central,95.0,Private,Commerce,88.0,Sci&Tech,No,82.0,Mkt&HR,71,Placed,479408.0
2820,M,19,R,2,2,services,teacher,no,yes,yes,no,54.0,Central,91.0,State,Arts,78.0,Comm&Mgmt,Yes,60.0,Mkt&Fin,92,Placed,461850.0
2821,M,18,U,3,4,health,teacher,no,no,yes,yes,88.0,Central,60.0,State,Science,63.0,Comm&Mgmt,No,76.0,Mkt&HR,91,Placed,384135.0
